Instruction;Arg1;Arg2;Arg3;Arg4;Op1;Op2;Op3;Op4;Legacy;REX/VEX;Opcode;ModR/M;Disp;Imm;64-bits Mode;Legacy Mode;Special;Grammar;AT&T;Family;Annotate;Description;Notes;
PSUBUSW;mm/m64;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F D9;/r;;;Valid;Valid;MMX;;PSUBUSW;PSUB;NA;Subtract unsigned packed words in mm/m64 from unsigned packed words in mm and saturate result.;;
PSUBUSW;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F D9;/r;;;Valid;Valid;SSE2;;PSUBUSW;PSUB;NA;Subtract packed unsigned word integers in xmm2/m128 from packed unsigned word integers in xmm1 and saturate result.;;
PSUBW;mm/m64;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F F9;/r;;;Valid;Valid;MMX;;PSUBW;PSUB;NA;Subtract packed word integers in mm/m64 from packed word integers in mm.;;
PSUBW;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F F9;/r;;;Valid;Valid;SSE2;;PSUBW;PSUB;NA;Subtract packed word integers in xmm2/m128 from packed word integers in xmm1.;;
PSWAPD;mm/m64;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 0F;/r;;BB;Valid;Valid;3DNow;;PSWAPD;PSWAPD;NA;Swaps packed 32-bit values in an MMX register or 64-bit memory location and writes each value in the destination MMX register.;;
PTEST;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r);;;66;;0F 38 17;/r;;;Valid;Valid;SSE4_1;;PTEST;UNDEF;NA;Set ZF if xmm2/m128 AND xmm1 result is all 0s. Set CF if xmm2/m128 AND NOT xmm1 result is all 0s.;;
PUNPCKHBW;mm/m64;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 68;/r;;;Valid;Valid;MMX;;PUNPCKHBW;PUNPCK;NA;Unpack and interleave high- order bytes from mm and mm/m64 into mm.;;
PUNPCKHBW;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 68;/r;;;Valid;Valid;SSE2;;PUNPCKHBW;PUNPCK;NA;Unpack and interleave high-order bytes from xmm1 and xmm2/m128 into xmm1.;;
PUNPCKHDQ;mm/m64;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 6A;/r;;;Valid;Valid;MMX;;PUNPCKHDQ;PUNPCK;NA;Unpack and interleave high-order doublewords from mm and mm/m64 into mm.;;
PUNPCKHDQ;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 6A;/r;;;Valid;Valid;SSE2;;PUNPCKHDQ;PUNPCK;NA;Unpack and interleave high- order doublewords from xmm1 and xmm2/m128 into xmm1.;;
PUNPCKHQDQ;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 6D;/r;;;Valid;Valid;SSE2;;PUNPCKHQDQ;PUNPCK;NA;Unpack and interleave high-order quadwords from xmm1 and xmm2/m128 into xmm1.;;
PUNPCKHWD;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 69;/r;;;Valid;Valid;SSE2;;PUNPCKHWD;PUNPCK;NA;Unpack and interleave high-order words from xmm1 and xmm2/m128 into xmm1.;;
PUNPCKHWD;mm/m64;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 69;/r;;;Valid;Valid;MMX;;PUNPCKHWD;PUNPCK;NA;Unpack and interleave high-order words from mm and mm/m64 into mm.;;
PUNPCKLBW;mm/m32;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 60;/r;;;Valid;Valid;MMX;;PUNPCKLBW;PUNPCK;NA;Interleave low-order bytes from mm and mm/m32 into mm.;;
PUNPCKLBW;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 60;/r;;;Valid;Valid;SSE2;;PUNPCKLBW;PUNPCK;NA;Interleave low-order bytes from xmm1 and xmm2/m128 into xmm1.;;
PUNPCKLDQ;mm/m32;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 62;/r;;;Valid;Valid;MMX;;PUNPCKLDQ;PUNPCK;NA;Interleave low-order doublewords from mm and mm/m32 into mm.;;
PUNPCKLDQ;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 62;/r;;;Valid;Valid;SSE2;;PUNPCKLDQ;PUNPCK;NA;Interleave low-order doublewords from xmm1 and xmm2/m128 into xmm1.;;
PUNPCKLQDQ;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 6C;/r;;;Valid;Valid;SSE2;;PUNPCKLQDQ;PUNPCK;NA;Interleave low-order quadword from xmm1 and xmm2/m128 into xmm1 register.;;
PUNPCKLWD;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F 61;/r;;;Valid;Valid;SSE2;;PUNPCKLWD;PUNPCK;NA;Interleave low-order words from xmm1 and xmm2/m128 into xmm1.;;
PUNPCKLWD;mm/m32;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F 61;/r;;;Valid;Valid;MMX;;PUNPCKLWD;PUNPCK;NA;Interleave low-order words from mm and mm/m32 into mm.;;
PUSH;Sreg=SS;;;;;;;;;;16;;;;Invalid;Valid;8086;;PUSH;PUSH;NA;Push SS.;;
PUSH;imm16;;;;imm16;;;;;;68;;;iw;Valid;Valid;8086;Legacy66;PUSH;PUSH;NA;Push sign-extended imm16. Stack pointer is incremented by the size of stack pointer.;;
PUSH;imm32;;;;imm32;;;;;;68;;;id;Valid;Valid;8086;;PUSH;PUSH;NA;Push sign-extended imm32. Stack pointer is incremented by the size of stack pointer.;;
PUSH;Sreg=ES;;;;;;;;;;06;;;;Invalid;Valid;8086;;PUSH;PUSH;NA;Push ES.;;
PUSH;Sreg=CS;;;;;;;;;;0E;;;;Invalid;Valid;8086;;PUSH;PUSH;NA;Push CS.;;
PUSH;Sreg=FS;;;;;;;;;;0F A0;;;;Valid;Valid;8086;Legacy66;PUSH;PUSH;NA;Push FS and decrement stack pointer by 16 bits.;;
PUSH;Sreg=FS;;;;;;;;;;0F A0;;;;Valid;N.E.;8086;;PUSH;PUSH;NA;Push FS. Default operand size 64-bits. (66H override causes 16-bit operation).;;
PUSH;Sreg=FS;;;;;;;;;;0F A0;;;;N.E.;Valid;8086;;PUSH;PUSH;NA;Push FS and decrement stack pointer by 32 bits.;;
PUSH;Sreg=GS;;;;;;;;;;0F A8;;;;Valid;Valid;8086;Legacy66;PUSH;PUSH;NA;Push GS and decrement stack pointer by 16 bits.;;
PUSH;Sreg=GS;;;;;;;;;;0F A8;;;;Valid;N.E.;8086;;PUSH;PUSH;NA;Push GS, default operand size 64-bits. (66H override causes 16-bit operation).;;
PUSH;Sreg=GS;;;;;;;;;;0F A8;;;;N.E.;Valid;8086;;PUSH;PUSH;NA;Push GS and decrement stack pointer by 32 bits.;;
PUSH;Sreg=DS;;;;;;;;;;1E;;;;Invalid;Valid;8086;;PUSH;PUSH;NA;Push DS.;;
PUSH;r32;;;;ModRM:reg (r);;;;;;50+rd;;;;N.E.;Valid;8086;;PUSH;PUSH;NA;Push r32.;;
PUSH;r64;;;;ModRM:reg (r);;;;;REX.W0;50+rd;;;;Valid;N.E.;8086;;PUSH;PUSH;NA;Push r64. Default operand size 64-bits.;;
PUSH;r16;;;;ModRM:reg (r);;;;;REX.W0;50+rw;;;;Valid;Valid;8086;;PUSH;PUSH;NA;Push r16.;;
PUSH;imm8;;;;imm8;;;;;;6A;;;ib;Valid;Valid;8086;;PUSH;PUSH;NA;Push sign-extended imm8. Stack pointer is incremented by the size of stack pointer.;;
PUSH;m64/r64;;;;ModRM:r/m (r);;;;;REX.W0;FF;/6;;;Valid;N.E.;8086;;PUSH;PUSH;NA;Push r/m64. Default operand size 64-bits.;;
PUSH;m32/r32;;;;ModRM:r/m (r);;;;;;FF;/6;;;N.E.;Valid;8086;;PUSH;PUSH;NA;Push r/m32.;;
PUSH;m16/r16;;;;ModRM:r/m (r);;;;;REX.W0;FF;/6;;;Valid;Valid;8086;;PUSH;PUSH;NA;Push r/m16.;;
PUSHA;;;;;;;;;;;60;;;;Invalid;Valid;8086;;PUSHA;PUSH;NA;Push AX, CX, DX, BX, original SP, BP, SI, and DI.;;
PUSHAD;;;;;;;;;;;60;;;;Invalid;Valid;8086;;PUSHAD;PUSH;NA;Push EAX, ECX, EDX, EBX, original ESP, EBP, ESI, and EDI.;;
PUSHF;;;;;;;;;;;9C;;;;Valid;Valid;8086;;PUSHF;PUSH;NA;Push lower 16 bits of EFLAGS.;;
PUSHFD;;;;;;;;;;;9C;;;;N.E.;Valid;8086;;PUSHFD;PUSH;NA;Push EFLAGS.;;
PUSHFQ;;;;;;;;;;;9C;;;;Valid;N.E.;8086;;PUSHFQ;PUSH;NA;Push RFLAGS.;;
PXOR;mm/m64;mm;;;ModRM:r/m (r);ModRM:reg (r, w);;;;REX.W0;0F EF;/r;;;Valid;Valid;MMX;;PXOR;XOR;NA;Bitwise XOR of mm/m64 and mm.;;
PXOR;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (r, w);;;66;REX.W0;0F EF;/r;;;Valid;Valid;SSE2;;PXOR;XOR;NA;Bitwise XOR of xmm2/m128 and xmm1.;;
RCL;imm8;m8/r8;;;imm8;ModRM:r/m (w);;;;;C0;/2;;ib;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 9 bits (CF, r/m8) left imm8 times.;;
RCL;imm8;m8/r8<>[ABCD]H;;;imm8;ModRM:r/m (w);;;;REX;C0;/2;;ib;Valid;N.E.;8086;;RCL;ROTATE;NA;Rotate 9 bits (CF, r/m8) left imm8 times.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
RCL;imm8;m32/r32;;;imm8;ModRM:r/m (w);;;;REX.W0;C1;/2;;ib;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 33 bits (CF, r/m32) left imm8 times.;;
RCL;imm8;m16/r16;;;imm8;ModRM:r/m (w);;;;REX.W0;C1;/2;;ib;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 17 bits (CF, r/m16) left imm8 times.;;
RCL;imm8;m64/r64;;;imm8;ModRM:r/m (w);;;;REX.W;C1;/2;;ib;Valid;N.E.;8086;;RCL;ROTATE;NA;Rotate 65 bits (CF, r/m64) left imm8 times. Uses a 6 bit count.;;
RCL;imm8=1;m8/r8<>[ABCD]H;;;;ModRM:r/m (w);;;;REX;D0;/2;;;Valid;N.E.;8086;;RCL;ROTATE;NA;Rotate 9 bits (CF, r/m8) left once.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
RCL;imm8=1;m8/r8;;;;ModRM:r/m (w);;;;;D0;/2;;;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 9 bits (CF, r/m8) left once.;;
RCL;imm8=1;m16/r16;;;;ModRM:r/m (w);;;;REX.W0;D1;/2;;;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 17 bits (CF, r/m16) left once.;;
RCL;imm8=1;m64/r64;;;;ModRM:r/m (w);;;;REX.W;D1;/2;;;Valid;N.E.;8086;;RCL;ROTATE;NA;Rotate 65 bits (CF, r/m64) left once. Uses a 6 bit count.;;
RCL;imm8=1;m32/r32;;;;ModRM:r/m (w);;;;REX.W0;D1;/2;;;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 33 bits (CF, r/m32) left once.;;
RCL;r8=CL;m8/r8;;;;ModRM:r/m (w);;;;;D2;/2;;;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 9 bits (CF, r/m8) left CL times.;;
RCL;r8=CL;m8/r8<>[ABCD]H;;;;ModRM:r/m (w);;;;REX;D2;/2;;;Valid;N.E.;8086;;RCL;ROTATE;NA;Rotate 9 bits (CF, r/m8) left CL times.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
RCL;r8=CL;m64/r64;;;;ModRM:r/m (w);;;;REX.W;D3;/2;;;Valid;N.E.;8086;;RCL;ROTATE;NA;Rotate 65 bits (CF, r/m64) left CL times. Uses a 6 bit count.;;
RCL;r8=CL;m32/r32;;;;ModRM:r/m (w);;;;REX.W0;D3;/2;;;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 33 bits (CF, r/m32) left CL times.;;
RCL;r8=CL;m16/r16;;;;ModRM:r/m (w);;;;REX.W0;D3;/2;;;Valid;Valid;8086;;RCL;ROTATE;NA;Rotate 17 bits (CF, r/m16) left CL times.;;
RCPPS;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;REX.W0;0F 53;/r;;;Valid;Valid;SSE;;RCPPS;RCP;NA;Computes the approximate reciprocals of the packed single-precision floating-point values in xmm2/m128 and stores the results in xmm1.;;
RCPSS;xmm/m32;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;F3;REX.W0;0F 53;/r;;;Valid;Valid;SSE;;RCPSS;RCP;NA;Computes the approximate reciprocal of the scalar single-precision floating-point value in xmm2/m32 and stores the result in xmm1.;;
RCR;imm8;m8/r8;;;imm8;ModRM:r/m (w);;;;;C0;/3;;ib;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 9 bits (CF, r/m8) right imm8 times.;;
RCR;imm8;m8/r8<>[ABCD]H;;;imm8;ModRM:r/m (w);;;;REX;C0;/3;;ib;Valid;N.E.;8086;;RCR;ROTATE;NA;Rotate 9 bits (CF, r/m8) right imm8 times.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
RCR;imm8;m16/r16;;;imm8;ModRM:r/m (w);;;;REX.W0;C1;/3;;ib;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 17 bits (CF, r/m16) right imm8 times.;;
RCR;imm8;m32/r32;;;imm8;ModRM:r/m (w);;;;REX.W0;C1;/3;;ib;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 33 bits (CF, r/m32) right imm8 times.;;
RCR;imm8;m64/r64;;;imm8;ModRM:r/m (w);;;;REX.W;C1;/3;;ib;Valid;N.E.;8086;;RCR;ROTATE;NA;Rotate 65 bits (CF, r/m64) right imm8 times. Uses a 6 bit count.;;
RCR;imm8=1;m8/r8;;;;ModRM:r/m (w);;;;;D0;/3;;;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 9 bits (CF, r/m8) right once.;;
RCR;imm8=1;m8/r8<>[ABCD]H;;;;ModRM:r/m (w);;;;REX;D0;/3;;;Valid;N.E.;8086;;RCR;ROTATE;NA;Rotate 9 bits (CF, r/m8) right once.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
RCR;imm8=1;m32/r32;;;;ModRM:r/m (w);;;;REX.W0;D1;/3;;;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 33 bits (CF, r/m32) right once. Uses a 6 bit count.;;
RCR;imm8=1;m16/r16;;;;ModRM:r/m (w);;;;REX.W0;D1;/3;;;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 17 bits (CF, r/m16) right once.;;
RCR;imm8=1;m64/r64;;;;ModRM:r/m (w);;;;REX.W;D1;/3;;;Valid;N.E.;8086;;RCR;ROTATE;NA;Rotate 65 bits (CF, r/m64) right once. Uses a 6 bit count.;;
RCR;r8=CL;m8/r8;;;;ModRM:r/m (w);;;;;D2;/3;;;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 9 bits (CF, r/m8) right CL times.;;
RCR;r8=CL;m8/r8<>[ABCD]H;;;;ModRM:r/m (w);;;;REX;D2;/3;;;Valid;N.E.;8086;;RCR;ROTATE;NA;Rotate 9 bits (CF, r/m8) right CL;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
RCR;r8=CL;m64/r64;;;;ModRM:r/m (w);;;;REX.W;D3;/3;;;Valid;N.E.;8086;;RCR;ROTATE;NA;Rotate 65 bits (CF, r/m64) right CL times. Uses a 6 bit count.;;
RCR;r8=CL;m16/r16;;;;ModRM:r/m (w);;;;REX.W0;D3;/3;;;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 17 bits (CF, r/m16) right CL times.;;
RCR;r8=CL;m32/r32;;;;ModRM:r/m (w);;;;REX.W0;D3;/3;;;Valid;Valid;8086;;RCR;ROTATE;NA;Rotate 33 bits (CF, r/m32) right CL times.;;
RDMSR;;;;;;;;;;REX.W0;0F 32;;;;Valid;Valid;8086;;RDMSR;RDMSR;NA;Load MSR specified by ECX into EDX:EAX.;;
RDMSR;;;;;;;;;;REX.W;0F 32;;;;Valid;N.E.;8086;;RDMSR;RDMSR;NA;Load MSR specified by RCX into RDX:RAX.;;
RDPMC;;;;;;;;;;;0F 33;;;;Valid;Valid;8086;;RDPMC;RDPMC;NA;Read performance-monitoring counter specified by ECX into EDX:EAX.;;
RDRAND;r16;;;;ModRM:r/m (w);;;;;REX.W0;0F C7;/6;;;Valid;Valid;RDRAND;;RDRAND;UNDEF;NA;Read a 16-bit random number and store in the destination register.;;
RDRAND;r32;;;;ModRM:r/m (w);;;;;REX.W0;0F C7;/6;;;Valid;Valid;RDRAND;;RDRAND;UNDEF;NA;Read a 32-bit random number and store in the destination register.;;
RDRAND;r64;;;;ModRM:r/m (w);;;;;REX.W;0F C7;/6;;;Valid;Invalid;RDRAND;;RDRAND;UNDEF;NA;Read a 64-bit random number and store in the destination register.;;
RDTSC;;;;;;;;;;;0F 31;;;;Valid;Valid;8086;;RDTSC;RDTSC;NA;Read time-stamp counter into EDX:EAX.;;
RDTSCP;;;;;;;;;;;0F 01 F9 ;;;;Valid;Valid;8086;;RDTSCP;RDTSC;NA;Read 64-bit time-stamp counter and 32-bit IA32_TSC_AUX value into EDX:EAX and ECX.;;
REP INS;r16=DX;m8=(R)DI;;;;;;;F3;;6C;;;;Valid;N.E.;8086;;REP INS;IN;NA;Input RCX bytes from port DX into [RDI].;;
REP INS;r16=DX;m8=ES:(E)DI;;;;;;;F3;;6C;;;;Valid;Valid;8086;;REP INS;IN;NA;Input (E)CX bytes from port DX into ES:[(E)DI].;;
REP INS;r16=DX;m32=(R)DI;;;;;;;F3;;6D;;;;Valid;N.E.;8086;;REP INS;IN;NA;Input RCX default size from port DX into [RDI].;;
REP INS;r16=DX;m16=ES:(E)DI;;;;;;;F3;;6D;;;;Valid;Valid;8086;;REP INS;IN;NA;Input (E)CX words from port DX into ES:[(E)DI.];;
REP INS;r16=DX;m32=ES:(E)DI;;;;;;;F3;;6D;;;;Valid;Valid;8086;;REP INS;IN;NA;Input (E)CX doublewords from port DX into ES:[(E)DI].;;
REP LODS;m8=(R)SI;r8=AL;;;;;;;F3;REX.W;AC;;;;Valid;N.E.;8086;;REP LODS;LODS;NA;Load RCX bytes from [RSI] to AL.;;
REP LODS;m8=DS:(E)SI;r8=AL;;;;;;;F3;;AC;;;;Valid;Valid;8086;;REP LODS;LODS;NA;Load (E)CX bytes from DS:[(E)SI] to AL.;;
REP LODS;m64=(R)SI;r64=RAX;;;;;;;F3;REX.W;AD;;;;Valid;N.E.;8086;;REP LODS;LODS;NA;Load RCX quadwords from [RSI] to RAX.;;
REP LODS;m32=DS:(E)SI;r32=EAX;;;;;;;F3;;AD;;;;Valid;Valid;8086;;REP LODS;LODS;NA;Load (E)CX doublewords from DS:[(E)SI] to EAX.;;
REP LODS;m16=DS:(E)SI;r16=AX;;;;;;;F3;;AD;;;;Valid;Valid;8086;;REP LODS;LODS;NA;Load (E)CX words from DS:[(E)SI] to AX.;;
REP MOVS;m8=(R)SI;m8=(R)DI;;;;;;;F3;REX.W;A4;;;;Valid;N.E.;8086;;REP MOVS;MOVS;NA;Move RCX bytes from [RSI] to [RDI].;;
REP MOVS;m8=DS:(E)SI;m8=ES:(E)DI;;;;;;;F3;;A4;;;;Valid;Valid;8086;;REP MOVS;MOVS;NA;Move (E)CX bytes from DS:[(E)SI] to ES:[(E)DI].;;
REP MOVS;m32=DS:(E)SI;m32=ES:(E)DI;;;;;;;F3;;A5;;;;Valid;Valid;8086;;REP MOVS;MOVS;NA;Move (E)CX doublewords from DS:[(E)SI] to ES:[(E)DI].;;
REP MOVS;m16=DS:(E)SI;m16=ES:(E)DI;;;;;;;F3;;A5;;;;Valid;Valid;8086;;REP MOVS;MOVS;NA;Move (E)CX words from DS:[(E)SI] to ES:[(E)DI].;;
REP MOVS;m64=(R)SI;m64=(R)DI;;;;;;;F3;REX.W;A5;;;;Valid;N.E.;8086;;REP MOVS;MOVS;NA;Move RCX quadwords from [RSI] to [RDI].;;
REP OUTS;m8=DS:(E)SI;r16=DX;;;;;;;F3;;6E;;;;Valid;Valid;8086;;REP OUTS;OUT;NA;Output (E)CX bytes from DS:[(E)SI] to port DX.;;
REP OUTS;m8=(R)SI;r16=DX;;;;;;;F3;REX.W;6E;;;;Valid;N.E.;8086;;REP OUTS;OUT;NA;Output RCX bytes from [RSI] to port DX.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
REP OUTS;m32=(R)SI;r16=DX;;;;;;;F3;REX.W;6F;;;;Valid;N.E.;8086;;REP OUTS;OUT;NA;Output RCX default size from [RSI] to port DX.;;
REP OUTS;m32=DS:(E)SI;r16=DX;;;;;;;F3;;6F;;;;Valid;Valid;8086;;REP OUTS;OUT;NA;Output (E)CX doublewords from DS:[(E)SI] to port DX.;;
REP OUTS;m16=DS:(E)SI;r16=DX;;;;;;;F3;;6F;;;;Valid;Valid;8086;;REP OUTS;OUT;NA;Output (E)CX words from DS:[(E)SI] to port DX.;;
REP STOS;m8=(R)DI;;;;;;;;F3;REX.W;AA;;;;Valid;N.E.;8086;;REP STOS;STOS;NA;Fill RCX bytes at [RDI] with AL.;;
REP STOS;m8=ES:(E)DI;;;;;;;;F3;;AA;;;;Valid;Valid;8086;;REP STOS;STOS;NA;Fill (E)CX bytes at ES:[(E)DI] with AL.;;
REP STOS;m32=ES:(E)DI;;;;;;;;F3;;AB;;;;Valid;Valid;8086;;REP STOS;STOS;NA;Fill (E)CX doublewords at ES:[(E)DI] with EAX.;;
REP STOS;m64=(R)DI;;;;;;;;F3;REX.W;AB;;;;Valid;N.E.;8086;;REP STOS;STOS;NA;Fill RCX quadwords at [RDI] with RAX.;;
REP STOS;m16=ES:(E)DI;;;;;;;;F3;;AB;;;;Valid;Valid;8086;;REP STOS;STOS;NA;Fill (E)CX words at ES:[(E)DI] with AX.;;
REPE CMPS;m8=ES:(E)DI;m8=DS:(E)SI;;;;;;;F3;;A6;;;;Valid;Valid;8086;;REPE CMPS;CMP;NA;Find nonmatching bytes in ES:[(E)DI] and DS:[(E)SI].;;
REPE CMPS;m8=(R)DI;m8=(R)SI;;;;;;;F3;REX.W;A6;;;;Valid;N.E.;8086;;REPE CMPS;CMP;NA;Find non-matching bytes in [RDI] and [RSI].;;
REPE CMPS;m32=ES:(E)DI;m32=DS:(E)SI;;;;;;;F3;;A7;;;;Valid;Valid;8086;;REPE CMPS;CMP;NA;Find nonmatching doublewords in ES:[(E)DI] and DS:[(E)SI].;;
REPE CMPS;m16=ES:(E)DI;m16=DS:(E)SI;;;;;;;F3;;A7;;;;Valid;Valid;8086;;REPE CMPS;CMP;NA;Find nonmatching words in ES:[(E)DI] and DS:[(E)SI].;;
REPE CMPS;m64=(R)DI;m64=(R)SI;;;;;;;F3;REX.W;A7;;;;Valid;N.E.;8086;;REPE CMPS;CMP;NA;Find non-matching quadwords in [RDI] and [RSI].;;
REPE SCAS;m8=ES:(E)DI;;;;;;;;F3;;AE;;;;Valid;Valid;8086;;REPE SCAS;SCAS;NA;Find non-AL byte starting at ES:[(E)DI].;;
REPE SCAS;m8=(R)DI;;;;;;;;F3;REX.W;AE;;;;Valid;N.E.;8086;;REPE SCAS;SCAS;NA;Find non-AL byte starting at [RDI].;;
REPE SCAS;m64=(R)DI;;;;;;;;F3;REX.W;AF;;;;Valid;N.E.;8086;;REPE SCAS;SCAS;NA;Find non-RAX quadword starting at [RDI].;;
REPE SCAS;m16=ES:(E)DI;;;;;;;;F3;;AF;;;;Valid;Valid;8086;;REPE SCAS;SCAS;NA;Find non-AX word starting at ES:[(E)DI].;;
REPE SCAS;m32=ES:(E)DI;;;;;;;;F3;;AF;;;;Valid;Valid;8086;;REPE SCAS;SCAS;NA;Find non-EAX doubleword starting at ES:[(E)DI].;;
REPNE CMPS;m8=ES:(E)DI;m8=DS:(E)SI;;;;;;;F2;;A6;;;;Valid;Valid;8086;;REPNE CMPS;CMP;NA;Find matching bytes in ES:[(E)DI] and DS:[(E)SI].;;
REPNE CMPS;m8=(R)DI;m8=(R)SI;;;;;;;F2;REX.W;A6;;;;Valid;N.E.;8086;;REPNE CMPS;CMP;NA;Find matching bytes in [RDI] and [RSI].;;
REPNE CMPS;m64=(R)DI;m64=(R)SI;;;;;;;F2;REX.W;A7;;;;Valid;N.E.;8086;;REPNE CMPS;CMP;NA;Find matching doublewords in [RDI] and [RSI].;;
REPNE CMPS;m32=ES:(E)DI;m32=DS:(E)SI;;;;;;;F2;;A7;;;;Valid;Valid;8086;;REPNE CMPS;CMP;NA;Find matching doublewords in ES:[(E)DI] and DS:[(E)SI].;;
REPNE CMPS;m16=ES:(E)DI;m16=DS:(E)SI;;;;;;;F2;;A7;;;;Valid;Valid;8086;;REPNE CMPS;CMP;NA;Find matching words in ES:[(E)DI] and DS:[(E)SI].;;
REPNE SCAS;m8=ES:(E)DI;;;;;;;;F2;;AE;;;;Valid;Valid;8086;;REPNE SCAS;SCAS;NA;Find AL, starting at ES:[(E)DI].;;
REPNE SCAS;m8=(R)DI;;;;;;;;F2;REX.W;AE;;;;Valid;N.E.;8086;;REPNE SCAS;SCAS;NA;Find AL, starting at [RDI].;;
REPNE SCAS;m16=ES:(E)DI;;;;;;;;F2;;AF;;;;Valid;Valid;8086;;REPNE SCAS;SCAS;NA;Find AX, starting at ES:[(E)DI].;;
REPNE SCAS;m32=ES:(E)DI;;;;;;;;F2;;AF;;;;Valid;Valid;8086;;REPNE SCAS;SCAS;NA;Find EAX, starting at ES:[(E)DI].;;
REPNE SCAS;m64=(R)DI;;;;;;;;F2;REX.W;AF;;;;Valid;N.E.;8086;;REPNE SCAS;SCAS;NA;Find RAX, starting at [RDI].;;
RET;imm16;;;;imm16;;;;;;C2;;;iw;Valid;Valid;8086;;RET;RET;JRET;Near return to calling procedure and pop imm16 bytes from stack.;;
RET;;;;;;;;;;;C3;;;;Valid;Valid;8086;;RET;RET;JRET;Near return to calling procedure.;;
RET;;;;;;;;;;;CB;;;;Valid;Valid;8086;;RET;RET;JRET;Far return to calling procedure.;;
RETF;imm16;;;;imm16;;;;;;CA;;;iw;Valid;Valid;8086;;LRET;RET;JRET;Far return to calling procedure and pop imm16 bytes from stack.;;
ROL;imm8;m8/r8<>[ABCD]H;;;imm8;ModRM:r/m (w);;;;REX;C0;/0;;ib;Valid;N.E.;8086;;ROL;ROTATE;NA;Rotate 8 bits r/m8 left imm8 times.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
ROL;imm8;m8/r8;;;imm8;ModRM:r/m (w);;;;;C0;/0;;ib;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 8 bits r/m8 left imm8 times.;;
